0	30.0
1	32.2434778846
2	33.4851060777
3	35.4613390485
4	38.6115296745
5	41.0775598087
6	40.2414019369
7	40.8407071268
8	39.9325474232
9	38.8517984537
10	38.303472681
11	37.7419759266
12	38.9168339353
13	39.8929916486
14	40.6716532638
15	42.0535164733
16	43.3765490473
17	45.6691152331
18	45.8760754545
19	46.1139920357
20	44.7158751855
21	41.2831896097
22	40.9368179986
23	40.9258020228
24	39.6470640844
25	41.850496811
26	40.8162981733
27	41.6658411171
28	42.4692646228
29	44.9369388927
30	47.0565855027
31	47.4180004104
32	47.5082596133
33	45.9086885233
34	42.9664945632
35	41.6429564084
36	41.0483181307
37	41.936128193
38	43.2883852514
39	43.5065983037
40	44.1172408039
41	44.0655176331
42	43.4821553345
43	42.2475241469
44	44.1894482329
45	43.1926215387
46	41.9083268329
47	39.6574494448
48	39.5293614387
49	37.3241060612
50	36.9790140309
51	36.4426058238
52	37.5920667721
53	38.0606192776
54	37.8363630219
55	38.5074208252
56	39.2066584841
57	39.0494200663
58	38.6882580798
59	37.1129045778
60	35.7621317877
61	34.2965441005
62	33.5329532936
63	32.8037814672
64	31.6289255462
65	32.690222112
66	33.2883530359
67	32.5292946891
68	33.5211596307
69	32.6713487444
70	20.0
71	20.0
72	20.0
73	20.0
74	20.0
75	20.0
76	20.0
77	20.0
78	20.0
79	20.0
80	20.0
81	20.0
82	20.0
83	20.0
84	20.0
85	20.0
86	20.0
87	20.0
88	20.0
89	20.0
90	20.0
91	20.0
92	20.0
93	20.0
94	20.0
95	20.0
96	20.0
97	20.0
98	20.0
99	20.0
100	20.0
101	20.0
102	20.0
103	20.0
104	20.0
105	20.0
106	20.0
107	20.0
108	20.0
109	20.0
110	20.0
111	20.0
112	20.0
113	20.0
114	20.0
115	20.0
116	20.0
117	20.0
118	20.0
119	20.0
120	20.0
121	20.0
122	20.0
123	20.0
124	20.0
125	20.0
126	20.0
127	20.0
128	20.0
129	20.0
130	51.9376696292
131	51.6237092449
132	52.1364072822
133	50.9595172718
134	50.1358278511
135	48.5009602927
136	48.2794659069
137	48.2790668548
138	47.9559832854
139	48.727513565
140	48.4083427378
141	47.8998675121
142	49.2903138666
143	50.1434629532
144	51.0323177528
145	53.1744888504
146	53.4421963805
147	51.5825012969
148	51.7143713245
149	49.616242414
150	48.7668761738
151	48.8002352663
152	51.0796856249
153	51.2269424855
154	51.4000241054
155	52.1638828212
156	52.0143829908
157	53.1808247331
158	51.656780556
159	49.6900150163
160	48.2583063176
161	46.8351320519
162	48.1347761115
163	48.9037812939
164	49.3045613178
165	48.8093096581
166	50.6220370956
167	50.5912774183
168	49.7796966416
169	51.2851408427
170	51.4260078347
171	51.7204104624
172	51.1156796683
173	50.9781444169
174	49.505300987
175	48.0229980036
176	48.7399908246
177	48.4467711684
178	48.6172907965
179	49.1611321101
180	50.0726079327
181	50.2883519691
182	49.0193881874
183	47.9920574211
184	44.9891881993
185	44.6300403532
186	42.0797005563
187	40.2953047721
188	40.1022178659
189	39.6122095829
190	41.838485893
191	41.4953114021
192	42.7459500169
193	43.4833436868
194	42.6948579281
195	43.1077323647
196	42.3628041615
197	42.2386170723
198	42.0629143921
199	43.368354995
200	44.1985173033
